mid,netflix,amazon_prime,disney_plus,hulu,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
609,1,0,0,0,Welcome Home Roscoe Jenkins,,"Martin Lawrence leads an all-star cast, including Cedric the Entertainer, Mo'Nique, and Mike Epps, in the hit comedy ""Welcome Home Roscoe Jenkins."" When a celebrated TV show host (Lawrence) returns to his hometown in the South, his family is there to remind him that going home is no vacation! It's one outrageous predicament after another when big-city attitude and small-town values collide in this hysterical comedy critics are praising for its ""over-the-top hilarity!"" (Roger Moore, Orlando Sentinel).",6.248273,United States of America,2008-02-08,43650785,114.0,English,5.7,57,Comedy,Drama,,talk show,,
610,0,0,0,1,Star Trek VI: The Undiscovered Country,,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",16.188572,United States of America,1991-12-05,96900000,113.0,English,6.7,413,Science Fiction,Action,Adventure,farewell,federation,starfleet
611,1,0,0,1,Kiss the Girls,,"Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",18.913,United States of America,1997-10-03,60527873,115.0,English,6.2,345,Drama,Mystery,Thriller,washington d.c.,covered investigation,investigation
612,1,0,0,0,About a Boy,http://movies.uip.de/aboutaboy/,"Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite.",28.227984,United Kingdom,2002-04-26,129000000,101.0,English,6.6,607,Drama,Comedy,Romance,london england,rock and roll,single parent
613,0,1,0,0,Anonymous,http://www.anonymous-movie.com/,"Set against the backdrop of the succession of Queen Elizabeth I, and the Essex Rebellion against her, the story advances the theory that it was in fact Edward De Vere, Earl of Oxford who penned Shakespeare's plays.",16.698316,United Kingdom,2011-10-21,15395087,130.0,English,6.3,288,Drama,History,Thriller,shakespeare,anonymity,poet
614,0,0,1,0,Return to Oz,http://movies.disney.com/return-to-oz,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.",5.650125,United Kingdom,1985-06-21,11137801,109.0,English,6.7,120,Adventure,Family,Fantasy,wizard of oz,,
615,1,0,0,0,Case 39,http://www.case39movie.com/mainsite/,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",23.917982,Canada,2009-08-13,29000000,109.0,English,6.1,563,Horror,Mystery,Thriller,child abuse,detective,social worker
616,1,0,0,0,Spy Kids: All the Time in the World,http://spykidsmovie.net/,"Eight years after the third film, the OSS has become the world's top spy agency, while the Spy Kids department has since become defunct. A retired spy Marissa (Jessica Alba) is thrown back into the action along with her stepchildren when a maniacal Timekeeper (Jeremy Piven) attempts to take over the world. In order to save the world, Rebecca (Rowan Blanchard) and Cecil (Mason Cook) must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them.",14.788073,United States of America,2011-08-18,85564310,89.0,English,4.4,222,Family,Comedy,Action,spy,child hero,secret agent
617,0,1,0,0,Flawless,,An ultraconservative police officer suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons - with the drag queen next door.,5.271559,United States of America,1999-11-26,4488529,112.0,English,5.9,56,Comedy,Drama,,independent film,,
618,0,1,0,0,The Statement,,"The film is set in France in the 1990s, the French were defeated by the Germans early in World War II, an armistice was signed in 1940 which effectively split France into a German occupied part in the North and a semi-independent part in the south which became known as Vichy France. In reality the Vichy government was a puppet regime controlled by the Germans. Part of the agreement was that the Vichy Government would assist with the 'cleansing' of Jews from France. The Vichy government formed a police force called the Milice, who worked with the Germans...",2.653988,France,2003-12-12,0,120.0,Français,5.9,23,Drama,Thriller,,,,
619,1,0,0,0,Paul Blart: Mall Cop,http://paulblartmallcop.com/,"Mild-mannered Paul Blart (Kevin James) has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",31.250383,United States of America,2009-01-15,183293131,91.0,English,5.2,788,Action,Adventure,Comedy,security guard,duringcreditsstinger,
620,0,0,1,0,Freaky Friday,,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",24.345651,United States of America,2003-08-03,110230332,97.0,普通话,6.0,879,Comedy,,,single parent,brother sister relationship,mistake in person
621,1,0,0,0,Pineapple Express,http://www.sonypictures.com/movies/pineappleexpress/,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,41.832392,United States of America,2008-08-06,101624843,111.0,English,6.6,1148,Action,Comedy,,smoking,marijuana,stoner
622,0,0,0,1,Flatliners,,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. A science fiction thriller from the early 1990's with a star studded cast.",24.114459,United States of America,1990-08-09,61489265,115.0,English,6.3,404,Drama,Horror,Science Fiction,life and death,afterlife,swing
623,1,0,0,0,A Bridge Too Far,,Tells the story of operation Market Garden. A failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,20.256571,United Kingdom,1977-06-15,50750000,175.0,English,6.9,207,Drama,History,War,netherlands,world war ii,panzer
624,1,0,0,0,Final Destination 2,,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",37.355826,United States of America,2003-01-31,90426405,90.0,English,5.9,1023,Horror,Mystery,,ambulance,premonition,hospital
625,1,0,0,0,Legion,http://www.legionmovie.com,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",30.981604,United States of America,2010-01-21,67918658,100.0,English,5.2,629,Horror,,,angel,diner,religion
626,0,0,0,1,Clockstoppers,,"Until now, Zak Gibbs' greatest challenge has been to find a way to buy a car. But when he discovers an odd wristwatch amidst his father's various inventions and slips it on -- something very strange happens. The world around him seems to come to a stop, everything and everybody frozen in time. Zak quickly learns how to manipulate the device and he and his quick-witted and beautiful new friend, Francesca, start to have some real fun.",5.894163,United States of America,2002-03-17,38793283,94.0,Český,4.9,89,Adventure,Family,Science Fiction,time,airplane,youth
627,1,1,0,0,Brothers,,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy  steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",22.07638,United States of America,2009-01-27,43318349,104.0,English,6.8,633,Drama,Thriller,War,brother brother relationship,brother-in-law,loss of husband
628,0,0,0,1,New Year's Eve,,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,21.219292,United States of America,2011-12-08,142044638,118.0,English,5.7,718,Comedy,Romance,,new year's eve,illustrator,caterer
629,0,0,1,0,Mrs. Doubtfire,,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",30.884535,United States of America,1993-11-24,441286195,125.0,English,7.0,1591,Comedy,Drama,Family,san francisco,parents kids relationship,restaurant
