,mid,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
725,725,School of Rock,http://www.schoolofrockmovie.com/,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fourth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",43.057323,Germany,2003-10-03,131282949,108.0,English,6.7,1414,Comedy,Music,,rock and roll,rock,high school
726,726,Mortal Kombat,,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",16.470895,United States of America,1995-08-18,122195920,101.0,English,5.4,442,Action,Fantasy,,martial arts,monster,island
735,735,Spotlight,http://www.spotlightthefilm.com,"The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",41.503588,Canada,2015-11-06,88346473,128.0,English,7.8,2686,Drama,Thriller,History,child abuse,journalism,judge
738,738,The American,http://focusfeatures.com/film/the_american/,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",18.632156,United Kingdom,2010-08-31,65464324,104.0,English,5.8,481,Crime,Drama,Thriller,prostitute,sweden,suspense
739,739,Babel,,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",25.785925,France,2006-09-08,135330182,143.0,العربية,6.9,1055,Drama,,,terror,loss of mother,gun
740,740,Doubt,,"In 1964, a Catholic school nun questions a priest's ambiguous relationship with a troubled young student, suspecting him of abuse. He denies the charges, and much of the film's quick-fire dialogue tackles themes of religion, morality, and authority.",20.975165,United States of America,2008-11-27,50907234,104.0,English,7.0,435,Drama,Mystery,,sexual abuse,boy,wine
741,741,Team America: World Police,http://www.teamamerica.com,"Team America World Police follows an international police force dedicated to maintaining global stability. Learning that dictator Kim Jong il is out to destroy the world, the team recruits Broadway star Gary Johnston to go undercover. With the help of Team America, Gary manages to uncover the plan to destroy the world. Will Team America be able to save it in time? It stars… Samuel L Jackson, Tim Robbins, Sean Penn, Michael Moore, Helen Hunt, Matt Damon, Susan Sarandon, George Clooney, Danny Glover, Ethan Hawke, Alec Baldwin… or does it?",26.509175,Germany,2004-10-10,50907422,98.0,العربية,6.6,660,Music,Adventure,Animation,paris,france,cairo
742,742,Scary Movie 5,,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.",36.819044,United States of America,2013-04-11,78378744,86.0,English,4.6,793,Comedy,,,sequel,parody,spoof
743,743,Milk,http://focusfeatures.com/film/milk/,"The story of California's first openly gay elected official, Harvey Milk, who  became an outspoken agent for change, seeking equal rights and opportunities for all. His great love for the city and its people brought him backing from young and old, straight and gay, alike – at a time when prejudice and violence against gays was openly accepted as the norm.",30.909699,United States of America,2008-11-26,54586584,128.0,English,7.1,612,History,Drama,,gay,san francisco,homophobia
744,744,The Stepfather,http://www.welcometothefamily.com/,"Michael Harding (Penn Badgley) returns home from military school to find his mother (Sela Ward) happily in love and living with her new boyfriend, David (Dylan Walsh). As the two men get to know each other, Michael becomes more and more suspicious of the man who is always there with a helpful hand. Is he really the man of her dreams or could David be hiding a dark side?",7.924428,United States of America,2009-10-16,0,101.0,English,5.4,167,Horror,Thriller,Mystery,step father,remake,
746,746,The Bank Job,http://thebankjobmovie.com/,"Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt.",30.387754,Australia,2008-02-28,64822796,112.0,English,6.6,697,Thriller,Crime,Drama,infidelity,subway,car dealer
748,748,She's Out of My League,http://www.getyourrating.com/,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",16.176976,United States of America,2010-03-11,49779728,104.0,English,5.9,525,Comedy,Romance,,confidence,romantic comedy,dating
749,749,Quigley Down Under,,"American Matt Quigley answers Australian land baron Elliott Marston's ad for a sharpshooter to kill the dingoes on his property. But when Quigley finds out that Marston's real target is the aborigines, Quigley hits the road. Now, even American expatriate Crazy Cora can't keep Quigley safe in his cat-and-mouse game with the homicidal Marston.",11.360997,Australia,1990-10-17,0,119.0,English,6.5,119,Romance,Action,Adventure,australian,chase,
751,751,Shorts,,"A young boy's discovery of a colorful, wish-granting rock causes chaos in the suburban town of Black Falls when jealous kids and scheming adults alike set out to get their hands on it.",4.100942,United Arab Emirates,2009-08-21,28972508,89.0,English,5.1,44,Comedy,Family,,,,
753,753,Psycho,,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",93.067866,United States of America,1960-06-16,32000000,109.0,English,8.2,2320,Drama,Horror,Thriller,hotel,clerk,arizona
754,754,Into the Wild,http://www.intothewild.com/,"The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.",43.644978,United States of America,2007-09-11,56255142,148.0,Dansk,7.8,3045,Adventure,Drama,,male nudity,parents kids relationship,camping
760,760,Secret in Their Eyes,http://secretintheireyes.movie/,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",15.012237,Spain,2015-10-14,34854990,111.0,English,6.2,336,Crime,Drama,Mystery,fbi,missing child,
761,761,Lockout,http://www.lockoutfilm.com/,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.",35.232278,France,2012-04-12,32204030,95.0,English,5.8,715,Action,Thriller,Science Fiction,usa president,anti hero,dementia
763,763,Triple 9,http://triple9movie.com/,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,29.371987,United States of America,2016-02-19,12639297,115.0,English,5.6,797,Action,Thriller,,heist,betrayal,dirty cop
764,764,Code Name: The Cleaner,,"Cedric the Entertainer plays Jake, a seemingly regular guy who has no idea who he is after being hit over the head by mysterious assailants. When he finds himself entangled in a government conspiracy, Jake and his pursuers become convinced that he is an undercover agent.",9.36146,United States of America,2007-01-05,10337477,84.0,English,4.7,78,Action,Comedy,Crime,,,
